player_id	team_id	team_name	Jersey	Player	Yr	Pos	GP	GS	G	App	GS	ERA	IP	CG	H	R	ER	BB	SO	SHO	BF	P-OAB	2B-A	3B-A	Bk	HR-A	WP	HB	IBB	Inh Run	Inh Run Score	SHA	SFA	Pitches	GO	FO	W	L	SV	KL
1873662	669	Missouri St.	24	Millas, Drew	So	C	54	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1768949	669	Missouri St.	11	Eierman, Jeremy	Jr	INF	53	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1768955	669	Missouri St.	32	Privitera, John	So	INF	53	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1768947	669	Missouri St.	7	Steinmetz, Hunter	Jr	OF	49	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1544070	669	Missouri St.	31	Ruff, Landan	Sr	OF	49	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1768946	669	Missouri St.	4	Geha, Logan	So	C	42	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997508	669	Missouri St.	1	Zimmerman, Brooks	Jr	OF	39	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997499	669	Missouri St.	17	Fitzpatrick, Jordan	Fr	INF	33	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997509	669	Missouri St.	14	Sechler, Connor	Fr	P	30	0	0	30	0	2.98	51.1	0	39	17	17	20	57	0	226	187	6	2	2	2	3	15	0	28	6	4	0	769	39	52	6	1	8	22
1873664	669	Missouri St.	5	Skalnik, Ryan	Sr	INF	26	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997511	669	Missouri St.	26	Faith, Sam	Fr	INF	23	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997513	669	Missouri St.	35	Wiley, Logan	So	P	21	10	0	21	10	4.40	77.2	0	79	44	38	20	65	0	339	308	13	1	0	5	11	8	0	10	2	2	1	1,233	73	87	7	5	1	18
1873666	669	Missouri St.	27	Witherspoon, Nate	So	P	20	0	0	20	0	3.65	24.2	0	27	11	10	8	20	0	110	96	6	0	0	3	2	2	3	21	6	3	1	440	25	26	1	0	0	1
1997512	669	Missouri St.	33	Russell, Matt	Fr	P	18	2	0	18	2	4.88	27.2	0	24	15	15	14	26	0	121	103	5	0	0	3	3	3	0	11	3	1	0	457	30	23	1	0	3	9
1768952	669	Missouri St.	21	Lochner, Jake	Jr	P	17	0	0	17	0	2.57	21.0	0	16	8	6	16	16	0	93	71	4	0	0	1	0	1	0	15	2	4	1	363	25	16	1	0	1	5
1768950	669	Missouri St.	16	Fromson, Jake	Sr	P	16	0	0	16	0	3.55	25.1	0	22	10	10	7	14	0	108	94	4	1	1	2	2	4	0	25	6	2	1	339	33	25	3	2	1	1
1768948	669	Missouri St.	10	Coleman, Dylan	Jr	P	16	15	0	16	15	3.63	96.2	1	67	41	39	54	122	1	411	339	13	0	0	6	12	9	0	0	0	7	2	1,628	86	72	10	2	0	32
1997500	669	Missouri St.	36	Buckner, Ty	Fr	P	15	14	0	15	14	4.22	74.2	1	58	41	35	47	57	0	334	273	11	1	0	7	5	11	0	1	0	3	0	1,358	60	97	7	4	0	16
1997498	669	Missouri St.	13	Schwab, Davis	Jr	P	13	0	0	13	0	5.48	21.1	0	21	15	13	11	18	0	98	83	4	1	2	2	5	2	0	9	1	0	2	416	21	22	2	1	0	5
1654022	669	Missouri St.	29	Knight, Austin	Sr	P	9	8	0	9	8	6.39	31.0	0	34	23	22	24	28	0	156	120	6	0	0	3	5	10	0	0	0	2	0	549	29	30	1	0	0	12
1873661	669	Missouri St.	19	McAlister, Tyler	So	P	7	5	0	7	5	8.05	19.0	0	22	21	17	17	20	0	98	74	4	0	0	5	0	5	0	0	0	2	0	386	14	17	0	0	0	12
1997515	669	Missouri St.	41	Briggs, Michael	So	C	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997497	669	Missouri St.	12	McGuire, Max	Fr	C	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997514	669	Missouri St.	40	Gibbs, Zach	Fr	P	4	0	0	4	0	3.60	5.0	0	6	5	2	4	1	0	25	21	3	0	0	0	1	0	0	1	1	0	0	88	7	6	0	0	0	1
1873657	669	Missouri St.	34	Dame, Hunter	So	P	1	0	0	1	0	9.00	1.0	0	2	1	1	0	0	0	5	5	1	0	0	0	0	0	0	0	0	0	0	8	2	1	0	0	0	0
1757474	665	Southern U.	3	Williams, Javeayan	Jr	OF	41	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981987	665	Southern U.	2	LaPorte, Tyler	Jr	INF	41	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1549711	665	Southern U.	33	Pope, John	Sr	1B	39	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1757475	665	Southern U.	5	Wheatley, Ashanti	Jr	OF	35	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1777599	665	Southern U.	7	Blaise, Malik	Jr	SS	34	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981980	665	Southern U.	10	Moore, Zavier	Fr	INF	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1757476	665	Southern U.	6	Montesino, Franky	Jr	INF	27	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981988	665	Southern U.	4	Raine, Rashard	Jr	OF	27	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1889289	665	Southern U.	38	Johnson, Bobby	So	C	26	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981982	665	Southern U.	24	Wright, Micheal	Fr	OF	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981989	665	Southern U.	32	Nelson, Wayne	Fr	P	21	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1866985	665	Southern U.	23	Allen, Wilhelm	So	P	18	0	0	18	0	5.64	30.1	0	36	25	19	27	20	0	154	113	3	0	0	2	7	6	0	14	7	3	5	474	31	31	2	3	1	7
1774431	665	Southern U.	34	Juge, Jacob	Jr	OF	18	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981979	665	Southern U.	1	Simeaux, Courtland	Fr	INF	17	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1866986	665	Southern U.	22	Bailey, Charles	So	P	16	0	0	16	0	9.19	15.2	0	23	21	16	18	8	0	95	65	4	0	0	2	2	9	0	15	6	2	1	225	21	14	0	1	1	2
1866987	665	Southern U.	28	Boyd, Markaylon	So	P	16	7	0	16	7	5.79	42.0	0	43	30	27	21	16	0	184	149	12	0	2	4	3	2	0	5	4	3	9	600	35	62	1	4	0	4
1866984	665	Southern U.	43	Snyder, Jacob	So	P	15	12	0	15	12	6.35	56.2	0	59	45	40	39	30	0	275	217	8	1	2	7	0	13	0	2	0	6	0	846	59	70	2	5	0	6
1981983	665	Southern U.	26	Hansel, Austin	Fr	P	15	1	0	15	1	4.99	30.2	0	35	22	17	9	15	0	143	125	7	1	1	2	5	5	0	8	0	1	3	419	37	35	0	2	0	5
1866991	665	Southern U.	29	Guienze, John	So	P	15	6	0	15	6	9.17	34.1	0	45	40	35	18	14	0	169	139	13	0	0	7	6	5	0	7	1	3	4	528	27	56	0	6	0	4
1866998	665	Southern U.	21	Robinson, Tyler	Sr	P	13	8	0	13	8	6.97	60.2	0	86	61	47	20	22	0	292	253	17	5	0	3	6	7	1	1	0	8	4	746	79	64	1	6	1	10
1981984	665	Southern U.	27	Sykes, Brandon	Fr	P	13	0	0	13	0	6.89	15.2	0	18	12	12	12	6	0	77	61	4	1	0	1	3	1	2	7	5	1	2	215	22	16	0	3	0	1
1666181	665	Southern U.	17	Franklin, Daniel	Sr	P	13	8	0	13	8	4.64	64.0	0	63	40	33	25	49	0	287	242	8	0	2	5	4	14	0	0	0	4	2	850	55	74	3	3	0	18
1981981	665	Southern U.	18	Blocker, Myles	Fr	P	13	4	0	3	0	48.60	1.2	0	5	9	9	6	0	0	18	9	3	0	0	1	2	2	0	0	0	0	1	56	2	2	0	0	0	0
1757477	665	Southern U.	12	Mitchell, Eian	Jr	C	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998220	665	Southern U.	35	Rojas, T.	Jr	DH	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1757479	665	Southern U.	16	Velez-Cintron, Eduardo	Jr	INF	8	0	0	8	0	8.10	10.0	0	7	10	9	12	5	0	51	35	0	0	0	2	5	3	0	12	5	0	1	153	10	14	0	0	0	2
2001885	665	Southern U.	8	Stanford, D.	Jr	PH/3B	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981985	665	Southern U.	31	Templet, Wayne	Fr	C	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1865941	664	Southern Miss.	12	Boyd, Leemarcus	Sr	INF	59	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1637006	664	Southern Miss.	21	Slater, Hunter	Jr	1B	59	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1641074	664	Southern Miss.	23	Reynolds, Luke	Jr	INF	59	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1865952	664	Southern Miss.	32	Wallner, Matt	So	OF	59	59	0	12	1	7.98	14.2	0	21	13	13	4	16	0	67	61	1	1	0	1	4	0	0	11	5	1	1	236	16	10	1	0	6	4
1865940	664	Southern Miss.	11	Irby, Mason	Sr	OF	56	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1865942	664	Southern Miss.	14	Montenegro, Gabriel	So	OF	56	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1760114	664	Southern Miss.	7	Guidry, Matthew	So	INF	53	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1865947	664	Southern Miss.	18	Donaldson, Cole	Jr	C	49	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981793	664	Southern Miss.	8	Franklin, Fred	Jr	OF	47	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1636999	664	Southern Miss.	3	Keating, Daniel	Sr	OF	44	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1760121	664	Southern Miss.	10	Cooper, Storme	Jr	INF	34	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1865939	664	Southern Miss.	2	Maack, Casey	Sr	INF	33	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1760119	664	Southern Miss.	29	Bowen, Bryant	So	C	28	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1753851	664	Southern Miss.	45	Bradford, Keller	Sr	P	22	0	0	22	0	3.64	29.2	0	30	13	12	11	22	0	133	115	5	0	0	2	1	3	2	22	12	3	1	405	24	38	3	1	0	4
1981799	664	Southern Miss.	27	Strickland, Mason	Jr	P	22	2	0	22	2	2.60	45.0	1	40	15	13	6	28	1	183	170	9	0	0	1	0	5	2	22	10	1	1	503	57	43	2	1	2	7
1865938	664	Southern Miss.	1	Keys, Jaylon	Jr	INF	21	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981803	664	Southern Miss.	39	Jackson, Adam	Jr	P	20	2	0	20	2	5.60	27.1	0	29	18	17	12	26	0	122	102	4	2	0	5	0	4	0	14	6	2	2	429	24	27	1	1	0	11
1760117	664	Southern Miss.	16	Keys, J.C.	Jr	P	20	5	0	20	5	5.93	44.0	0	40	32	29	20	39	0	195	171	8	1	0	4	12	2	2	5	1	1	1	620	54	35	3	5	1	10
1981772	664	Southern Miss.	4	Wright, Jarod	Jr	P	17	3	0	17	3	5.65	28.2	0	37	25	18	9	17	0	133	119	6	2	0	2	2	2	0	13	1	1	2	405	31	33	3	1	0	6
