game_id	game_date	away_team_id	away_team_name	away_g	away_r	away_ab	away_h	away_two_b	away_three_b	away_total_b	away_hr	away_rbi	away_bb	away_hbp	away_sf	away_sh	away_k	away_dp	away_sb	away_cs	away_picked	home_team_id	home_team_name	home_g	home_r	home_ab	home_h	home_two_b	home_three_b	home_total_b	home_hr	home_rbi	home_bb	home_hbp	home_sf	home_sh	home_k	home_dp	home_sb	home_cs	home_picked	neutral
4571931	04/28/2018	/team/660/12973	SIUE		5	34	6			12	2	4	8	1			9				1	/team/625/12973	Samford			29	1			1				1			4		1			0
4569173	04/25/2018	/team/1320/12973	Presbyterian		4	32	8			14	2	4	4	1	2		8	1				/team/147/12973	Clemson		14	34	12	2		23	3	13	12	4			9	1			6	0
4561360	04/18/2018	/team/606/12973	Saint Joseph's		5	37	11	1	1	14		5	6	1			6	1	1		1	/team/180/12973	Delaware		8	37	16	4		20		8	6				5	1	2			0
4529574	03/17/2018	/team/741/12973	VMI		5	32	5	1		6		4	10				11				7	/team/249/12973	George Washington		8	32	11	4		18	1	7	1	3	2		3		1		1	0
4561362	04/18/2018	/team/305/12973	Indiana St.		2	32	9	1		10		2	2	2	1	1	8	1	1		1	/team/559/12973	Purdue		1	30	4	1		5		1	4			1	7				1	0
4548640	04/06/2018	/team/711/12973	Towson		4	32	9	1		13	1	4	6	2		2	6	2			1	/team/786/12973	William & Mary		5	33	9	4	1	15		5	2	1			10	1				0
4525409	03/09/2018	/team/97/12973	Cal St. Fullerton		5	36	6	2		11	1	4	4				12					/team/528/12973	Oregon St.		3	33	8	4		15	1	3	3	1		1	12	1				0
4533690	03/21/2018	/team/17/12973	Alcorn		1	32	6			6		1	4				3	1			2	0	Tougaloo		9	31	10	3		19	2	9	6			2	6		1		4	0
4533697	03/21/2018	/team/2915/12973	Wofford		7	30	7	1		11	1	4	7	1	1	2	6	1			6	/team/1092/12973	Gardner-Webb		4	33	8	2		10		4	5	1		2	10				2	0
4511297	03/02/2018	/team/77/12973	BYU		3	31	3	2		5		3	2	1		1	12		1			/team/37/12973	Auburn		4	28	8	2		13	1	4	4		1	1	5	2				0
4525406	03/13/2018	/team/703/12973	Texas		4	33	9	1		19	3	4	2				4	3				/team/31/12973	Arkansas		13	35	13	4		20	1	12	6	2	1		11				1	0
4511747	03/02/2018	/team/96/12973	Fresno St.		6	36	11	3	1	19	1	5		1			6	1	1		1	/team/465/12973	UNLV		7	31	6	1		13	2	6	5	2			9					0
4577964	05/05/2018	/team/167/12973	Cornell		10	44	15	2		23	2	10	4	2	1		9	1			2	/team/80/12973	Brown		7	40	11	4		18	1	7	3		1		9				1	0
4568315	04/24/2018	/team/169/12973	Creighton		12	35	14	4		24	2	11	5		1	4	7	1	1			/team/463/12973	Nebraska		9	36	10			16	2	9	6				5	1				0
4578628	05/07/2018	/team/576/12973	Rider		1	29	4	1	1	7		1	2	1			9	1				/team/639/12973	Siena		11	35	12	5	1	19		11	8		1		6				2	0
4577577	05/05/2018	/team/149/12973	Coastal Caro.		1	27	4	1		5		1	4		1		9	1	2			/team/671/12973	Louisiana		5	24	6	2		8		3	2	1	2	5	7		1			0
4577573	05/05/2018	/team/406/12973	Mercer		3	36	9		1	17	2	3	1	1			9				2	/team/459/12973	UNCG		9	38	17	3	3	26		6	3		1	1	12		1		3	0
4543845	03/31/2018	/team/489/12973	N.C. Central			30	4			4				1			11		1			/team/228/12973	Florida A&M		3	30	7			7		2	5	3			7	1			1	0
4548351	04/06/2018	/team/301/12973	Illinois		10	36	10	3		19	2	10	8				4	1			1	/team/392/12973	Maryland		6	37	11	2		16	1	5	4	1			6	1			3	0
4504174	02/23/2018	/team/287/12973	Houston Baptist		2	35	8	2		10		2	4	3		3	14	1	2		1	/team/96/12973	Fresno St.			38	6	1		7			3	1		2	13	1			1	0
4504175	02/23/2018	/team/418/12973	Michigan		1	29	3	1		4			2				11	1	1			/team/627/12973	San Diego		5	27	8	1	1	11		5	4	1		1	6	1	2		1	0
4504177	02/23/2018	/team/260/12973	Gonzaga		1	29	3			3		1	3				14					/team/109/12973	UC Irvine		3	28	8	1		9		3	3	2	1	1	10		3			0
4508101	02/25/2018	/team/711/12973	Towson		5	34	9	3		18	2	5	5	1		1	6	2				/team/575/12973	Richmond		10	35	13	4	1	25	2	9	9		1	1	5	1			2	0
4512335	03/03/2018	/team/302/12973	Ill.-Chicago		2	32	7	2		12	1	2	2			1	9	1				/team/255/12973	Georgia Tech		3	28	6	1		7		3		1		2	1					0
4546724	04/04/2018	/team/406/12973	Mercer		11	40	15	1		16		11	5	4	2	1	5		1		2	/team/253/12973	Ga. Southern		3	33	7			7		2	7	1			9	1				0
4531057	03/18/2018	/team/502/12973	Northern Colo.		5	36	11	3		14		5	1	1			10	1	1			/team/108/12973	UC Davis		3	34	11	3		14		3	3				9	3				0
4546722	04/04/2018	/team/219/12973	Evansville		9	39	15	2	2	21		5	7		2	1	8	2			2	/team/454/12973	Murray St.		11	35	11	2		13		9	11	5			14	1	1			0
4582576	05/15/2018	/team/786/12973	William & Mary		8	38	15	2		23	2	8	2	1		3	9	2			1	/team/742/12973	Virginia Tech		10	33	10	2		15	1	10	7	4			5	1				0
4582577	05/15/2018	/team/94/12973	CSU Bakersfield		5	39	10	3	1	21	2	5		1			8	1				/team/104/12973	UC Santa Barbara		6	38	11	3		14		6	6	3	1		8	1	1		2	0
4582575	05/15/2018	/team/416/12973	Michigan St.		2	34	7			7		1					7		1		1	/team/129/12973	Central Mich.		13	40	16			19	1	11	4	1	1	1	3	1	1		1	0
4582573	05/15/2018	/team/474/12973	New Orleans		14	48	22	4	1	31	1	13	3	2		1	6	1				/team/664/12973	Southern Miss.		9	38	13	2		15		8	8	1	2		9	1				0
4515642	02/25/2018	/team/30024/12973	Utah Valley		4	33	6			6		3	5	1			9	1	1			/team/534/12973	Pacific		3	35	9	2	1	16	1	3	2		1		9	1	1		2	0
4515643	03/04/2018	/team/229/12973	Fla. Atlantic			33	6	1		7			2			1	7				1	/team/529/12973	Oregon		4	28	6	1		7		4	3	1	2	1	8				2	0
4582578	05/15/2018	/team/219/12973	Evansville		8	39	16	3		25	2	8	7	1	1		5		1		2	/team/14927/12973	Belmont		4	32	7	3		10		3	8	2			9	1	1		3	0
