player_id	player_name	team_id	team_name	game_date	Pos	G	R	AB	H	2B	3B	TB	HR	RBI	BB	HBP	SF	SH	K	DP	CS	Picked	SB	RBI2out
1753426	     Klobosits, Gabe	/team/37/12560	Auburn	05/11/2017	P																					0
1753420	Mitchell, Andrew	/team/37/12560	Auburn	05/11/2017	P																					0
1542528	Robertson, Kramer	/team/365/12560	LSU	05/11/2017	SS		2	3							2										05/11/2017	0
1769037	Freeman, Cole	/team/365/12560	LSU	05/11/2017	2B			3										1							05/11/2017	0
1769036	Duplantis, Antoine	/team/365/12560	LSU	05/11/2017	LF		1	4	2	1		3		1					1						05/11/2017	0
1656109	Deichmann, Greg	/team/365/12560	LSU	05/11/2017	RF		1	3	1			1		1	1										05/11/2017	0
1880962	Coomes, Nick	/team/365/12560	LSU	05/11/2017	1B			3	2			2				1									05/11/2017	0
1656113	Jordan, Beau	/team/365/12560	LSU	05/11/2017	DH			3						1	1				1						05/11/2017	0
1880958	Smith, Josh	/team/365/12560	LSU	05/11/2017	3B			2	1			1		1	1		1		1						05/11/2017	0
1656108	Papierski, Michael	/team/365/12560	LSU	05/11/2017	C			2							1			1	1						05/11/2017	0
1880960	Watson, Zach	/team/365/12560	LSU	05/11/2017	CF			4											1						05/11/2017	0
1656117	Lange, Alex	/team/365/12560	LSU	05/11/2017	P																				05/11/2017	0
1870271	Schunk, Aaron	/team/257/12560	Georgia	04/02/2017	3B			5	2			2		1					2							0
1870265	Shepherd, Cam	/team/257/12560	Georgia	04/02/2017	SS			4	3	1		4														0
1643201	McGovern, Keegan	/team/257/12560	Georgia	04/02/2017	LF			4											1							0
1755162	Curry, Michael	/team/257/12560	Georgia	04/02/2017	DH			4											2							0
1870281	Campbell, Will	/team/257/12560	Georgia	04/02/2017	RF		1	2								2			1							0
1870267	Proctor, Will	/team/257/12560	Georgia	04/02/2017	2B		1	2	1	1		2		1		1		1	1							0
1755168	     Sasser, Adam	/team/257/12560	Georgia	04/02/2017	1B																					0
1643191	Webb, Mitchell	/team/257/12560	Georgia	04/02/2017	1B		1	4	1			1		1					1	1						0
1870266	Biggar, Austin	/team/257/12560	Georgia	04/02/2017	C			4											1							0
1870275	Bradley, Tucker	/team/257/12560	Georgia	04/02/2017	CF			3	1			1			1							1				0
1870273	     Locey, Tony	/team/257/12560	Georgia	04/02/2017	P																					0
1755171	     Cairnes, Blake	/team/257/12560	Georgia	04/02/2017	P																					0
1870272	Adkins, Chase	/team/257/12560	Georgia	04/02/2017	P																					0
1867968	Moberg, Jeff	/team/694/12560	Tennessee	04/02/2017	2B			4							1				2	1					04/02/2017	0
1867951	Ammons, Justin	/team/694/12560	Tennessee	04/02/2017	LFCF			3							2							1			04/02/2017	0
1531013	Rodgers, Jordan	/team/694/12560	Tennessee	04/02/2017	3BSS			3							1				2						04/02/2017	0
1649077	Santiago, Benito	/team/694/12560	Tennessee	04/02/2017	C			2							2				1						04/02/2017	0
1867959	Lipcius, Andre	/team/694/12560	Tennessee	04/02/2017	1B			3							1				1						04/02/2017	0
1867955	Derkay, Pete	/team/694/12560	Tennessee	04/02/2017	DH			4	1			1													04/02/2017	0
1867966	Thornton, Dominic	/team/694/12560	Tennessee	04/02/2017	RF		1	4	2			5	1	1					1						04/02/2017	0
1867953	     Chinea, Brandon	/team/694/12560	Tennessee	04/02/2017	PH3B			2											1						04/02/2017	0
1867964	Southall, Reggie	/team/694/12560	Tennessee	04/02/2017	SS			2											2						04/02/2017	0
1867960	     Lipcius, Luc	/team/694/12560	Tennessee	04/02/2017	PHLF			1							1				1						04/02/2017	0
1867952	     Charleston, Jay	/team/694/12560	Tennessee	04/02/2017	PR																				04/02/2017	0
1649063	Leftridge, Brodie	/team/694/12560	Tennessee	04/02/2017	CF			2											1						04/02/2017	0
1531016	     Serrano, Kyle	/team/694/12560	Tennessee	04/02/2017	P																				04/02/2017	0
1867957	     Heflin, Will	/team/694/12560	Tennessee	04/02/2017	P																				04/02/2017	0
1867958	Linginfelter, Zach	/team/694/12560	Tennessee	04/02/2017	P																				04/02/2017	0
1886096	Burns, Colton	/team/104/12560	UC Santa Barbara	03/04/2017	2B			3	1			1			1				2							0
1773134	Jew, Tommy	/team/104/12560	UC Santa Barbara	03/04/2017	CF			4	1	1		2														0
1656832	Fisher, Clay	/team/104/12560	UC Santa Barbara	03/04/2017	SS			4																		0
1656842	Bush, Austin	/team/104/12560	UC Santa Barbara	03/04/2017	DH		1	4	2	1		3							1							0
1549517	     Fredrick, Billy	/team/104/12560	UC Santa Barbara	03/04/2017	PH		1	1	1			1														0
1656831	Plantier, Kyle	/team/104/12560	UC Santa Barbara	03/04/2017	1B			2							1				1							0
1773141	     Cohen, Sam	/team/104/12560	UC Santa Barbara	03/04/2017	PH									1			1									0
1886100	Silver, Landon	/team/104/12560	UC Santa Barbara	03/04/2017	RF			3																		0
1773149	     McAdoo, Michael	/team/104/12560	UC Santa Barbara	03/04/2017	PH			1											1							0
1886087	Corey, Kenny	/team/104/12560	UC Santa Barbara	03/04/2017	3B			3															1			0
1886086	Smith, Armani	/team/104/12560	UC Santa Barbara	03/04/2017	LF			3	2	1		3		1				1								0
1656840	Rowan, Thomas	/team/104/12560	UC Santa Barbara	03/04/2017	C			4											1							0
1549519	     Record, Joe	/team/104/12560	UC Santa Barbara	03/04/2017	P																					0
1886095	     Woodall, AJ	/team/104/12560	UC Santa Barbara	03/04/2017	P																					0
1656838	Nelson, Kyle	/team/104/12560	UC Santa Barbara	03/04/2017	P																					0
1534410	Carson, Marcus	/team/334/12560	Kentucky	03/04/2017	CF			3										1	1						03/04/2017	0
1642970	White, Evan	/team/334/12560	Kentucky	03/04/2017	DH1B			2							1	1			1						03/04/2017	0
1755894	Reks, Zach	/team/334/12560	Kentucky	03/04/2017	LF			3	2	1		3		1	1					1		1			03/04/2017	0
1755891	Cottam, Kole	/team/334/12560	Kentucky	03/04/2017	C			4	1			1													03/04/2017	0
1755870	Pompey, Tristan	/team/334/12560	Kentucky	03/04/2017	RF		1	2							2										03/04/2017	0
1642968	Mahan, Riley	/team/334/12560	Kentucky	03/04/2017	2B		1	3	1			4	1	2		1									03/04/2017	0
1755869	     Lewis, Zeke	/team/334/12560	Kentucky	03/04/2017	PR																				03/04/2017	0
1534414	     Marshall, Tyler	/team/334/12560	Kentucky	03/04/2017	3B			1																	03/04/2017	0
1880413	Heyer, Luke	/team/334/12560	Kentucky	03/04/2017	3B			3	1	1		2													03/04/2017	0
1755876	McNeill, Gunnar	/team/334/12560	Kentucky	03/04/2017	1B			3	1			1			1				1						03/04/2017	0
1534412	Heady, Connor	/team/334/12560	Kentucky	03/04/2017	SS		1	4	1			1							1						03/04/2017	0
1642977	     Pop, Zach	/team/334/12560	Kentucky	03/04/2017	P																				03/04/2017	0
1534421	     Salow, Logan	/team/334/12560	Kentucky	03/04/2017	P																				03/04/2017	0
1642974	Logue, Zach	/team/334/12560	Kentucky	03/04/2017	P																				03/04/2017	0
1649922	Wrighte, Kyle	/team/786/12560	William & Mary	02/17/2017	SS			4											3							0
1649921	Hall, Ryan	/team/786/12560	William & Mary	02/17/2017	RF		1	3							1				2							0
1649920	Large, Cullen	/team/786/12560	William & Mary	02/17/2017	2B		1	3	2		1	4		2	1											0
1755791	Smith, Hunter	/team/786/12560	William & Mary	02/17/2017	C			4	1			1														0
1533811	Miconi, Ryder	/team/786/12560	William & Mary	02/17/2017	DH			4											1							0
1755785	Ameer, Charles	/team/786/12560	William & Mary	02/17/2017	CF			3							1				2							0
0	Raquet, Brandon	/team/786/12560	William & Mary	02/17/2017	LF		1	4	2			5	1	2												0
1755788	     Keane, Matthew	/team/786/12560	William & Mary	02/17/2017	PH			1											1							0
0	Goldak, Michael	/team/786/12560	William & Mary	02/17/2017	1B			3											3							0
1755789	Pearson, Zach	/team/786/12560	William & Mary	02/17/2017	3B		1	3	1			1														0
0	     Raquet, Nick	/team/786/12560	William & Mary	02/17/2017	P																					0
1533790	Brown, Nick	/team/786/12560	William & Mary	02/17/2017	P																					0
1639947	Guthrie, Dalton	/team/235/12560	Florida	02/17/2017	SS		1	5	2			2							2			1			02/17/2017	0
1751868	Liput, Deacon	/team/235/12560	Florida	02/17/2017	2B		1	4						1	1				1						02/17/2017	0
1751867	India, Jonathan	/team/235/12560	Florida	02/17/2017	3B		1	5											2						02/17/2017	0
1639953	Schwarz, JJ	/team/235/12560	Florida	02/17/2017	DH			3	1			1		3		1									02/17/2017	0
1639952	Rivera, Mike	/team/235/12560	Florida	02/17/2017	C			3	1			1			1					1		1			02/17/2017	0
1866415	Langworthy, Austin	/team/235/12560	Florida	02/17/2017	LF			3							1				1						02/17/2017	0
1751887	Maldonado, Nelson	/team/235/12560	Florida	02/17/2017	RF		1	4	1			1							2			1			02/17/2017	0
1639948	Hicks, Christian	/team/235/12560	Florida	02/17/2017	1B			3	1			1			1				1			1			02/17/2017	0
1531493	     Larson, Ryan	/team/235/12560	Florida	02/17/2017	PHCF			1											1						02/17/2017	0
1751870	Reese, Blake	/team/235/12560	Florida	02/17/2017	CF		1	2	2			2			1										02/17/2017	0
1751876	     Horvath, Nick	/team/235/12560	Florida	02/17/2017	P																				02/17/2017	0
1751874	     Byrne, Michael	/team/235/12560	Florida	02/17/2017	P																				02/17/2017	0
1639946	Faedo, Alex	/team/235/12560	Florida	02/17/2017	P																				02/17/2017	0
1535508	Fabio, Cole	/team/81/12560	Bryant	02/24/2017	2B		2	4	2	1		3			1											0
1869731	Ward, Ryan	/team/81/12560	Bryant	02/24/2017	LF			4	2			2		1	1				1							0
1757094	Angelini, Nick	/team/81/12560	Bryant	02/24/2017	CF			5	1			1		1					3							0
1645588	Gasper, Mickey	/team/81/12560	Bryant	02/24/2017	C		1	3	1			1		2	2				1							0
1869730	Titus, Jimmy	/team/81/12560	Bryant	02/24/2017	SS			4								1			2							0
1869732	Wright, Chris	/team/81/12560	Bryant	02/24/2017	1B		1	3	2			5	1	1	1	1			1							0
1869723	Cruz, Gaby	/team/81/12560	Bryant	02/24/2017	DH			5											2	1						0
1869722	Ciliento, James	/team/81/12560	Bryant	02/24/2017	RF		2	4							1				1							0
1757103	     Panno, Tyler	/team/81/12560	Bryant	02/24/2017	PH		1	1	1			4	1	2												0
1869725	     Hart, Bryan	/team/81/12560	Bryant	02/24/2017	3B																					0
1535509	Marotta, Jacob	/team/81/12560	Bryant	02/24/2017	3B		1	3	1	1		2														0
1757098	     Knych, Matt	/team/81/12560	Bryant	02/24/2017	P																					0
1757101	     Owens, Jack	/team/81/12560	Bryant	02/24/2017	P																					0
1757105	     Wrighter, Nathan	/team/81/12560	Bryant	02/24/2017	P																					0
1757102	     Palmieri, Mason	/team/81/12560	Bryant	02/24/2017	P																					0
1645591	Karinchak, James	/team/81/12560	Bryant	02/24/2017	P																					0
1758235	Cole, Eric	/team/31/12560	Arkansas	02/24/2017	RF		1	4	2			2		1		1						1			02/24/2017	0
1873215	Lee, Evan	/team/31/12560	Arkansas	02/24/2017	DH		2	4	2	1		3		1		1			1						02/24/2017	0
1644664	Bonfield, Luke	/team/31/12560	Arkansas	02/24/2017	LF		1	4							1				3						02/24/2017	0
1758236	Koch, Grant	/team/31/12560	Arkansas	02/24/2017	C		2	5	2		1	7	1	4					1						02/24/2017	0
1873216	Fletcher, Dominic	/team/31/12560	Arkansas	02/24/2017	CF		1	2						1	1	1	1								02/24/2017	0
1543791	Shaddy, Carson	/team/31/12560	Arkansas	02/24/2017	2B		1	4	1			1		1	1				3						02/24/2017	0
1644694	Spanberger, Chad	/team/31/12560	Arkansas	02/24/2017	1B		1	4								1			1						02/24/2017	0
1873212	Biggers, Jax	/team/31/12560	Arkansas	02/24/2017	SS		1	2						1	2										02/24/2017	0
1873210	Wilson, Hunter	/team/31/12560	Arkansas	02/24/2017	3B		1	3						1	1										02/24/2017	0
1543794	     Taccolini, Dominic	/team/31/12560	Arkansas	02/24/2017	P																				02/24/2017	0
1758251	     Reindl, Jake	/team/31/12560	Arkansas	02/24/2017	P																				02/24/2017	0
1758253	     Murphy, Kacey	/team/31/12560	Arkansas	02/24/2017	P																				02/24/2017	0
1644677	     Chadwick, Cannon	/team/31/12560	Arkansas	02/24/2017	P																				02/24/2017	0
1758232	     Scroggins, Cody	/team/31/12560	Arkansas	02/24/2017	P																				02/24/2017	0
1543778	     Alberius, Josh	/team/31/12560	Arkansas	02/24/2017	P																				02/24/2017	0
1758231	Knight, Blaine	/team/31/12560	Arkansas	02/24/2017	P																				02/24/2017	0
1888011	Presley, Keaton	/team/1004/12560	Central Ark.	03/07/2017	LF			5											1	1						0
1659462	Balisterri, Brooks	/team/1004/12560	Central Ark.	03/07/2017	SS			5	1			1							2							0
1766507	Strong, Hunter	/team/1004/12560	Central Ark.	03/07/2017	1B		1	2							3											0
1766498	Hancock, William	/team/1004/12560	Central Ark.	03/07/2017	C		1	5	2	2		4		1					2							0
1887979	Aguilar, Rigo	/team/1004/12560	Central Ark.	03/07/2017	3B		2	2	1			1			2											0
1659445	Tice, Ty	/team/1004/12560	Central Ark.	03/07/2017	RF			3										1								0
1766497	     Davenport, Cody	/team/1004/12560	Central Ark.	03/07/2017	PH			1											1							0
1888016	Somdecerff, Josh	/team/1004/12560	Central Ark.	03/07/2017	2BDH			2							1				1							0
1888014	Sanchez, Eddie	/team/1004/12560	Central Ark.	03/07/2017	DH2B		1	4	1			1		2												0
1546858	Haun, Michael	/team/1004/12560	Central Ark.	03/07/2017	CF			4	2	1		3		2												0
1887980	     Brand, Will	/team/1004/12560	Central Ark.	03/07/2017	P																					0
1888013	     Rogers, Ross	/team/1004/12560	Central Ark.	03/07/2017	P																					0
1766508	     Tillery, Gavin	/team/1004/12560	Central Ark.	03/07/2017	P																					0
1887986	     Henry, Jakob	/team/1004/12560	Central Ark.	03/07/2017	P																					0
1766510	     Williams, Conner	/team/1004/12560	Central Ark.	03/07/2017	P																					0
1888015	     Schmidt, Kaleb	/team/1004/12560	Central Ark.	03/07/2017	P																					0
1888033	     Young, Drew	/team/1004/12560	Central Ark.	03/07/2017	P																					0
1766500	Moyer, Mark	/team/1004/12560	Central Ark.	03/07/2017	P																					0
1638487	Kendall, Jeren	/team/736/12560	Vanderbilt	03/07/2017	CF		2	4	1			1		1	1				1						03/07/2017	0
1638494	Toffey, Will	/team/736/12560	Vanderbilt	03/07/2017	3B		1	3	1	1		2		1	2				1						03/07/2017	0
1762085	Infante, Julian	/team/736/12560	Vanderbilt	03/07/2017	1B		1	4	1			1			1				1						03/07/2017	0
1762084	     Gristanti, Walker	/team/736/12560	Vanderbilt	03/07/2017	RF			1											1						03/07/2017	0
1879647	Bleday, JJ	/team/736/12560	Vanderbilt	03/07/2017	RF		1	3	1			1			1				1						03/07/2017	0
1879653	     Ray, Harrison	/team/736/12560	Vanderbilt	03/07/2017	2B																				03/07/2017	0
1762092	Paul, Ethan	/team/736/12560	Vanderbilt	03/07/2017	2B		1	4	1			1		2				1		1					03/07/2017	0
1527831	Delay, Jason	/team/736/12560	Vanderbilt	03/07/2017	C		2	3	1			4	1	4	1										03/07/2017	0
1527830	     Coleman, Ro	/team/736/12560	Vanderbilt	03/07/2017	LF																				03/07/2017	0
1762090	Scott, Stephen	/team/736/12560	Vanderbilt	03/07/2017	LF		1	4	1	1		2							1						03/07/2017	0
1879648	     Brewer, Alex	/team/736/12560	Vanderbilt	03/07/2017	PH			1											1						03/07/2017	0
1879658	     Hayes, Reed	/team/736/12560	Vanderbilt	03/07/2017	PHDH		1	3	3	1		4		2											03/07/2017	0
1879650	Fellows, Drake	/team/736/12560	Vanderbilt	03/07/2017	DH																				03/07/2017	0
1762087	Kaiser, Connor	/team/736/12560	Vanderbilt	03/07/2017	SS			2							1			1							03/07/2017	0
1879652	     King, Zach	/team/736/12560	Vanderbilt	03/07/2017	P																				03/07/2017	0
1638492	     Snider, Collin	/team/736/12560	Vanderbilt	03/07/2017	P																				03/07/2017	0
1762079	Conger, Maddux	/team/736/12560	Vanderbilt	03/07/2017	P																				03/07/2017	0
1755565	Hall, Dallas	/team/414/12560	Miami (OH)	03/09/2017	CF			4												1						0
1884370	     Stephens, Landon	/team/414/12560	Miami (OH)	03/09/2017	PHRF			1											1							0
1884373	Stone, J.T.	/team/414/12560	Miami (OH)	03/09/2017	LF		1	2							1				2							0
1547009	Haffey, Ross	/team/414/12560	Miami (OH)	03/09/2017	1B		1	4	1			1		2					2							0
1887421	Yacek, Adam	/team/414/12560	Miami (OH)	03/09/2017	3B			2						1		1	1		1							0
1755579	Senger, Hayden	/team/414/12560	Miami (OH)	03/09/2017	C			2								1			1							0
1643937	Urich, Brooks	/team/414/12560	Miami (OH)	03/09/2017	RFLF			3	1			1		1	1				1							0
1755572	Harris, Tyler	/team/414/12560	Miami (OH)	03/09/2017	DH			4											2							0
1547013	Sada, Steve	/team/414/12560	Miami (OH)	03/09/2017	2B		1	4	1			1														0
1884374	     Hartwig, Grant	/team/414/12560	Miami (OH)	03/09/2017	SS			1																		0
1884371	Texidor, Carlos	/team/414/12560	Miami (OH)	03/09/2017	SS		1	1								2										0
1755568	     Smith, Shane	/team/414/12560	Miami (OH)	03/09/2017	P																					0
1755563	     Almquist, Andy	/team/414/12560	Miami (OH)	03/09/2017	P																					0
1755576	Gnetz, Cole	/team/414/12560	Miami (OH)	03/09/2017	P																					0
1534410	Carson, Marcus	/team/334/12560	Kentucky	03/09/2017	CF		2	2							2			1							03/09/2017	0
1755870	Pompey, Tristan	/team/334/12560	Kentucky	03/09/2017	RF		2	5	2			2							1						03/09/2017	0
1755894	Reks, Zach	/team/334/12560	Kentucky	03/09/2017	LF			3	2			2		2	1			1				1			03/09/2017	0
1755872	Becker, Luke	/team/334/12560	Kentucky	03/09/2017	3B		1	3	1			1		2			1					1			03/09/2017	0
1642968	Mahan, Riley	/team/334/12560	Kentucky	03/09/2017	2B			4	1	1		2							1						03/09/2017	0
1755891	Cottam, Kole	/team/334/12560	Kentucky	03/09/2017	DH			4	2			2		1											03/09/2017	0
1534424	Squires, Troy	/team/334/12560	Kentucky	03/09/2017	C			3	2			2		1				1	1						03/09/2017	0
1534414	Marshall, Tyler	/team/334/12560	Kentucky	03/09/2017	1B			3	1			1				1						1			03/09/2017	0
1534412	Heady, Connor	/team/334/12560	Kentucky	03/09/2017	SS		1	3							1										03/09/2017	0
1887516	     Cleary, Colton	/team/334/12560	Kentucky	03/09/2017	P																				03/09/2017	0
1755892	Hjelle, Sean	/team/334/12560	Kentucky	03/09/2017	P																				03/09/2017	0
1547153	LaBounty, Drew	/team/646/12560	South Ala.	03/07/2017	SS		2	3	1			1			1			1								0
1884740	     Stokes, Hunter	/team/646/12560	South Ala.	03/07/2017	PH2B			1	1			1		1												0
1884744	Russo, Paul	/team/646/12560	South Ala.	03/07/2017	2B		2	3	1			1		2		1			1							0
1772571	Swaggerty, Travis	/team/646/12560	South Ala.	03/07/2017	CF		3	5	4	1		5		4												0
1772576	Davis, Wells	/team/646/12560	South Ala.	03/07/2017	1B		1	3							2				1	1						0
1772577	Paparella, Eddie	/team/646/12560	South Ala.	03/07/2017	DH		1	4	3			6	1	5	1											0
1772569	     Wolfe, Adam	/team/646/12560	South Ala.	03/07/2017	RF																					0
1772567	Donovan, Brendan	/team/646/12560	South Ala.	03/07/2017	RF			3	1			1		1	2											0
1658742	Barnes, Jared	/team/646/12560	South Ala.	03/07/2017	C		1	5	2			2		1					1							0
1884736	Luft, Will	/team/646/12560	South Ala.	03/07/2017	3B		2	3							1											0
1772570	Hardy, Dylan	/team/646/12560	South Ala.	03/07/2017	LF		2	3	1			1				1			2							0
1884737	     DeSantis, Nick	/team/646/12560	South Ala.	03/07/2017	P																					0
1884741	Arguelles, Andy	/team/646/12560	South Ala.	03/07/2017	P																					0
1868065	Todd, Jonah	/team/37/12560	Auburn	03/07/2017	CF		1	3	1			1													03/07/2017	0
1868058	Estes, Jay	/team/37/12560	Auburn	03/07/2017	2B			3											1						03/07/2017	0
1530814	Robert, Daniel	/team/37/12560	Auburn	03/07/2017	1B		1	2							1										03/07/2017	0
1868060	Ingram, Dylan	/team/37/12560	Auburn	03/07/2017	DH		1	3	1			1		1											03/07/2017	0
1868045	Anthony, Josh	/team/37/12560	Auburn	03/07/2017	3B			3	2	1		3		2					1						03/07/2017	0
1868048	Jarvis, Luke	/team/37/12560	Auburn	03/07/2017	SS			3											2						03/07/2017	0
1530811	     Haecker, Damon	/team/37/12560	Auburn	03/07/2017	PH			1																	03/07/2017	0
1530812	Logan, Blake	/team/37/12560	Auburn	03/07/2017	C			2	1			1							1						03/07/2017	0
1868057	     Davis, Conor	/team/37/12560	Auburn	03/07/2017	PH			1																	03/07/2017	0
1868053	McGuffin, Bowen	/team/37/12560	Auburn	03/07/2017	LF			2												1					03/07/2017	0
1753410	Johnson, Jeremy	/team/37/12560	Auburn	03/07/2017	RF			2							1				1						03/07/2017	0
1868067	     Anderson, Elliott	/team/37/12560	Auburn	03/07/2017	P																				03/07/2017	0
1868059	     Warner, Grant	/team/37/12560	Auburn	03/07/2017	P																				03/07/2017	0
1868062	     Gahm, Joe	/team/37/12560	Auburn	03/07/2017	P																				03/07/2017	0
1868050	     Malczewski, Welby	/team/37/12560	Auburn	03/07/2017	P																				03/07/2017	0
1868046	Camacho, Christian	/team/37/12560	Auburn	03/07/2017	P																				03/07/2017	0
1655473	Avant, Chandler	/team/8/12560	Alabama	05/06/2017	SS			5	1			1		1												0
1871419	Kaufman, Kyle	/team/8/12560	Alabama	05/06/2017	DH			5																		0
1772375	Vance, Cobie	/team/8/12560	Alabama	05/06/2017	2B			4	1			1			1											0
1772378	Taylor, Chandler	/team/8/12560	Alabama	05/06/2017	LFRF		2	4	3			9	2	2	1											0
1871413	Alexander, Hunter	/team/8/12560	Alabama	05/06/2017	RF1B		1	5	1			1							1	1						0
1774386	     Finnerty, Sam	/team/8/12560	Alabama	05/06/2017	CFLF			2											1							0
1655478	Henry, Cody	/team/8/12560	Alabama	05/06/2017	1B		1	2																		0
1772364	Webb, Alex	/team/8/12560	Alabama	05/06/2017	C			3	2			2						1								0
1655482	Short, Connor	/team/8/12560	Alabama	05/06/2017	3B			4	1	1		2		1					1							0
1871423	     McCleney, Walker	/team/8/12560	Alabama	05/06/2017	CF																					0
1871418	Carey, Logan	/team/8/12560	Alabama	05/06/2017	CFLF			2							2											0
1871447	     Suchey, Garrett	/team/8/12560	Alabama	05/06/2017	P																					0
1772376	     Vainer, Davis	/team/8/12560	Alabama	05/06/2017	P																					0
1655483	Walters, Jake	/team/8/12560	Alabama	05/06/2017	P																					0
1868065	Todd, Jonah	/team/37/12560	Auburn	05/06/2017	CF			4	1			1		1	1							1			05/06/2017	0
1868045	Anthony, Josh	/team/37/12560	Auburn	05/06/2017	3B		1	4	1	1		2		1	1				1						05/06/2017	0
1868057	Davis, Conor	/team/37/12560	Auburn	05/06/2017	DH			4	1			1		1					1	1					05/06/2017	0
1868060	Ingram, Dylan	/team/37/12560	Auburn	05/06/2017	1B			4	1	1		2													05/06/2017	0
1868051	     Holland, Will	/team/37/12560	Auburn	05/06/2017	SS			2																	05/06/2017	0
1868048	Jarvis, Luke	/team/37/12560	Auburn	05/06/2017	SS			2																	05/06/2017	0
1868058	Estes, Jay	/team/37/12560	Auburn	05/06/2017	2B			4	1			1													05/06/2017	0
1753410	Johnson, Jeremy	/team/37/12560	Auburn	05/06/2017	LF		1	3	1			1			1				1						05/06/2017	0
1530815	     Shaffer, J.J.	/team/37/12560	Auburn	05/06/2017	PR																				05/06/2017	0
1530812	Logan, Blake	/team/37/12560	Auburn	05/06/2017	C		1	3	1			1			1										05/06/2017	0
1643427	Decker, Bo	/team/37/12560	Auburn	05/06/2017	RF			4	1			1								2					05/06/2017	0
1420107	     Lipscomb, Cole	/team/37/12560	Auburn	05/06/2017	P																				05/06/2017	0
1530817	Thompson, Keegan	/team/37/12560	Auburn	05/06/2017	P																				05/06/2017	0
1660935	Golsan, Will	/team/433/12560	Ole Miss	03/24/2017	RF			4	1			1							1							0
1752119	Olenek, Ryan	/team/433/12560	Ole Miss	03/24/2017	CF		1	4	1			4	1	1					2							0
1660929	Blackman, Tate	/team/433/12560	Ole Miss	03/24/2017	2B			4	1	1		2							1							0
1546120	Bortles, Colby	/team/433/12560	Ole Miss	03/24/2017	3B			4	2	1		3							1							0
1867503	Dillard, Thomas	/team/433/12560	Ole Miss	03/24/2017	LF			4											2							0
